base_identifier,label,split,tier,sequence_cluster_id
2V8Q_E,0,test,core,rcsb-mmseqs2-30:3828_30
2VE9_F,1,train,core,rcsb-mmseqs2-30:6636_30
2VH3_A,0,train,core,rcsb-mmseqs2-30:61589_30
2VLA_A,1,train,core,rcsb-mmseqs2-30:49529_30
2VLB_A,0,test,core,rcsb-mmseqs2-30:20260_30
2VOS_A,0,train,core,rcsb-mmseqs2-30:39931_30
2VQE_Q,0,val,core,rcsb-mmseqs2-30:354_30
2VQE_R,0,val,core,rcsb-mmseqs2-30:244_30
2VR3_A,0,train,core,rcsb-mmseqs2-30:51095_30
2VS0_A,0,train,challenge,rcsb-mmseqs2-30:7792_30
2VTB_A,1,val,core,rcsb-mmseqs2-30:9440_30
2VVF_A,0,train,core,rcsb-mmseqs2-30:69461_30
2VW9_A,1,test,core,rcsb-mmseqs2-30:13777_30
2VY1_A,1,test,core,rcsb-mmseqs2-30:8074_30
2W35_A,1,test,core,rcsb-mmseqs2-30:4529_30
2W87_A,0,val,core,rcsb-mmseqs2-30:32851_30
2W8T_A,0,val,core,rcsb-mmseqs2-30:9966_30
2WGV_A,0,train,core,rcsb-mmseqs2-30:906_30
2WIW_B,1,validation_reserve,core,rcsb-mmseqs2-30:8295_30
2WJN_C,0,test,core,rcsb-mmseqs2-30:2968_30
2WL5_A,0,train,core,rcsb-mmseqs2-30:235_30
2WPV_A,0,train,core,rcsb-mmseqs2-30:22474_30
2WTF_B,1,train,core,rcsb-mmseqs2-30:16957_30
2WTU_B,1,train,core,rcsb-mmseqs2-30:207_30
2WTZ_A,0,train,core,rcsb-mmseqs2-30:1909_30
2X2S_A,0,train,core,rcsb-mmseqs2-30:49450_30
2X4I_A,0,train,core,rcsb-mmseqs2-30:68269_30
2XHI_A,1,train,core,rcsb-mmseqs2-30:2419_30
2XHY_A,0,test,core,rcsb-mmseqs2-30:3750_30
2XMX_A,0,train,core,rcsb-mmseqs2-30:33478_30
2XOK_G,0,test,core,rcsb-mmseqs2-30:1031_30
2XOL_A,0,train,core,rcsb-mmseqs2-30:39246_30
2XRO_B,1,test,core,rcsb-mmseqs2-30:36923_30
2Y88_A,0,train,core,rcsb-mmseqs2-30:183_30
2Y8N_B,0,train,core,rcsb-mmseqs2-30:29972_30
2YDS_A,0,test,core,rcsb-mmseqs2-30:8403_30
2YEV_B,0,train,core,rcsb-mmseqs2-30:57660_30
2YFK_A,0,train,core,rcsb-mmseqs2-30:42673_30
2YJG_A,0,train,core,rcsb-mmseqs2-30:16116_30
2YMA_A,0,train,core,rcsb-mmseqs2-30:35237_30
2YOJ_A,0,train,core,rcsb-mmseqs2-30:903_30
2YPA_A,1,test,challenge,rcsb-mmseqs2-30:25469_30
2YPB_B,1,train,challenge,rcsb-mmseqs2-30:6303_30
2YY6_A,0,train,core,rcsb-mmseqs2-30:5810_30
2YZC_A,0,test,core,rcsb-mmseqs2-30:1334_30
2Z25_A,0,test,core,rcsb-mmseqs2-30:778_30
2Z3X_A,1,test,core,rcsb-mmseqs2-30:7560_30
2Z58_B,0,train,core,rcsb-mmseqs2-30:1041_30
2Z70_A,1,train,core,rcsb-mmseqs2-30:25503_30
2ZCA_A,0,train,core,rcsb-mmseqs2-30:67855_30
2ZHG_A,1,train,core,rcsb-mmseqs2-30:17791_30
2ZKD_A,1,val,core,rcsb-mmseqs2-30:2403_30
2ZOP_A,0,train,core,rcsb-mmseqs2-30:86371_30
2ZU0_A,0,train,core,rcsb-mmseqs2-30:22623_30
2ZZ3_A,0,train,core,rcsb-mmseqs2-30:1505_30
31OX_2,0,train,core,rcsb-mmseqs2-30:10734_30
3A06_A,0,test,core,rcsb-mmseqs2-30:261_30
3A1K_A,0,train,core,rcsb-mmseqs2-30:12503_30
3A46_A,1,train,core,rcsb-mmseqs2-30:35410_30
3A5U_A,1,test,core,rcsb-mmseqs2-30:10156_30
3A8G_A,0,train,core,rcsb-mmseqs2-30:2749_30
3A8U_X,0,train,core,rcsb-mmseqs2-30:2422_30
3AAF_A,1,validation_reserve,core,rcsb-mmseqs2-30:3635_30
3ACP_A,0,test,core,rcsb-mmseqs2-30:30061_30
3AFF_A,0,test,core,rcsb-mmseqs2-30:13148_30
3AGK_A,0,val,core,rcsb-mmseqs2-30:1359_30
3AHY_A,0,val,core,rcsb-mmseqs2-30:503_30
3AJ4_A,0,val,core,rcsb-mmseqs2-30:22868_30
3APA_A,0,val,core,rcsb-mmseqs2-30:18107_30
3AU6_A,1,train,core,rcsb-mmseqs2-30:25212_30
3AUK_A,0,train,core,rcsb-mmseqs2-30:3590_30
3AXD_A,0,train,core,rcsb-mmseqs2-30:25320_30
3AXX_A,0,val,core,rcsb-mmseqs2-30:10661_30
3AYQ_A,0,train,core,rcsb-mmseqs2-30:11720_30
3B5N_C,0,train,challenge,rcsb-mmseqs2-30:13207_30
3B7A_A,0,val,core,rcsb-mmseqs2-30:8231_30
3BBB_B,1,val,core,rcsb-mmseqs2-30:855_30
3BDZ_A,0,test,core,rcsb-mmseqs2-30:11668_30
3BEP_A,1,val,core,rcsb-mmseqs2-30:1438_30
3BMX_A,0,train,core,rcsb-mmseqs2-30:27397_30
3BS1_A,1,test,core,rcsb-mmseqs2-30:9576_30
3BSU_G,1,train,core,rcsb-mmseqs2-30:1111_30
3C0F_B,0,train,core,rcsb-mmseqs2-30:96058_30
3C1M_A,0,train,core,rcsb-mmseqs2-30:4912_30
3C25_A,1,train,core,rcsb-mmseqs2-30:78226_30
3C75_H,0,val,core,rcsb-mmseqs2-30:4667_30
3CAW_A,0,test,core,rcsb-mmseqs2-30:96228_30
3CHJ_A,0,test,core,rcsb-mmseqs2-30:54480_30
3CKY_A,0,train,core,rcsb-mmseqs2-30:5080_30
3CLC_B,1,test_reserve,core,rcsb-mmseqs2-30:7716_30
3CNL_A,0,train,core,rcsb-mmseqs2-30:51626_30
3COQ_A,1,train,challenge,rcsb-mmseqs2-30:25183_30
3CRO_L,1,val,core,rcsb-mmseqs2-30:8384_30
3CS5_A,0,test,challenge,rcsb-mmseqs2-30:29817_30
3CUE_C,0,train,core,rcsb-mmseqs2-30:4406_30
3CVU_A,1,train,core,rcsb-mmseqs2-30:2016_30
3CX5_C,0,val,core,rcsb-mmseqs2-30:17_30
3CXB_A,0,val,core,rcsb-mmseqs2-30:57584_30
3D0N_A,0,train,core,rcsb-mmseqs2-30:1219_30
3D0W_A,0,train,core,rcsb-mmseqs2-30:64459_30
3D1R_A,0,train,core,rcsb-mmseqs2-30:3182_30
3D2W_A,1,test_reserve,core,rcsb-mmseqs2-30:8943_30
3D54_B,0,test,core,rcsb-mmseqs2-30:52877_30
3D6N_B,0,train,core,rcsb-mmseqs2-30:122_30
3D6Y_A,1,test_reserve,core,rcsb-mmseqs2-30:12100_30
3DPG_A,1,train,core,rcsb-mmseqs2-30:16895_30
3DR3_A,0,train,core,rcsb-mmseqs2-30:2973_30
3DSC_A,1,train,core,rcsb-mmseqs2-30:8226_30
3DSO_A,0,train,core,rcsb-mmseqs2-30:26272_30
3DV9_A,0,train,core,rcsb-mmseqs2-30:15488_30
3E00_D,1,train,core,rcsb-mmseqs2-30:255_30
3E2E_A,1,val,core,rcsb-mmseqs2-30:10820_30
3E3U_A,0,val,core,rcsb-mmseqs2-30:2887_30
3E54_A,1,validation_reserve,core,rcsb-mmseqs2-30:95917_30
3E6C_C,1,val,core,rcsb-mmseqs2-30:26182_30
3E8M_A,0,train,core,rcsb-mmseqs2-30:2225_30
3EA6_A,0,train,core,rcsb-mmseqs2-30:22314_30
3EMH_A,0,train,core,rcsb-mmseqs2-30:807_30
3EWD_A,0,train,core,rcsb-mmseqs2-30:2119_30
3EY1_A,1,val,core,rcsb-mmseqs2-30:2247_30
3EYI_B,1,train,core,rcsb-mmseqs2-30:19590_30
3EZM_A,0,train,core,rcsb-mmseqs2-30:7508_30
3F1J_A,0,train,core,rcsb-mmseqs2-30:29802_30
3F1L_A,0,train,core,rcsb-mmseqs2-30:12867_30
3F21_A,1,train,core,rcsb-mmseqs2-30:13033_30
3F4L_A,0,train,core,rcsb-mmseqs2-30:7329_30
3FC3_A,1,train,core,rcsb-mmseqs2-30:73207_30
3FD2_A,1,val,core,rcsb-mmseqs2-30:31788_30
3FDQ_A,1,train,core,rcsb-mmseqs2-30:31336_30
3FIR_A,0,test,core,rcsb-mmseqs2-30:25771_30
3FMT_A,1,train,core,rcsb-mmseqs2-30:5339_30
3G5J_A,0,train,core,rcsb-mmseqs2-30:93669_30
3G7G_A,0,train,core,rcsb-mmseqs2-30:24518_30
3GD6_A,0,test,core,rcsb-mmseqs2-30:30164_30
3GE3_E,0,val,core,rcsb-mmseqs2-30:8033_30
3GFI_A,1,train,core,rcsb-mmseqs2-30:20514_30
3GHJ_A,0,test,core,rcsb-mmseqs2-30:140683_30
3GLF_E,1,train,core,rcsb-mmseqs2-30:5084_30
3GLF_G,1,train,core,rcsb-mmseqs2-30:4602_30
3GNA_A,1,train,core,rcsb-mmseqs2-30:88530_30
3GPL_A,1,test,core,rcsb-mmseqs2-30:44367_30
3GQC_B,1,train,core,rcsb-mmseqs2-30:7865_30
3GWB_A,0,train,core,rcsb-mmseqs2-30:69091_30
3GX4_X,1,train,core,rcsb-mmseqs2-30:8810_30
3GXQ_B,1,train,core,rcsb-mmseqs2-30:116944_30
3GY1_A,0,train,core,rcsb-mmseqs2-30:2600_30
3GZ6_A,1,train,core,rcsb-mmseqs2-30:21639_30
3H15_A,1,train,core,rcsb-mmseqs2-30:18237_30
3H25_A,1,train,core,rcsb-mmseqs2-30:53944_30
3H36_A,0,train,core,rcsb-mmseqs2-30:219059_30
3H3J_A,0,train,core,rcsb-mmseqs2-30:320_30
3H5Q_A,0,train,core,rcsb-mmseqs2-30:1357_30
3H6Q_A,0,test,core,rcsb-mmseqs2-30:48900_30
3H8O_A,1,test,core,rcsb-mmseqs2-30:8292_30
3H9C_A,0,test,core,rcsb-mmseqs2-30:316_30
3HC7_A,0,train,core,rcsb-mmseqs2-30:213085_30
3HM9_A,1,test,core,rcsb-mmseqs2-30:9382_30
3HQ2_A,0,train,core,rcsb-mmseqs2-30:9051_30
3HQF_A,1,train,core,rcsb-mmseqs2-30:53333_30
3HQG_A,1,train,core,rcsb-mmseqs2-30:53333_30
3HXQ_A,1,train,core,rcsb-mmseqs2-30:4962_30
3I0X_A,1,val,core,rcsb-mmseqs2-30:33136_30
3IGM_B,1,train,challenge,rcsb-mmseqs2-30:208884_30
3ING_A,0,train,core,rcsb-mmseqs2-30:58094_30
3IP4_C,0,train,core,rcsb-mmseqs2-30:2683_30
3ISL_A,0,train,core,rcsb-mmseqs2-30:2500_30
3IV5_B,1,train,core,rcsb-mmseqs2-30:1218_30
3J6B_3,0,train,core,rcsb-mmseqs2-30:10360_30
3JB0_B,0,train,core,rcsb-mmseqs2-30:13641_30
3JBX_A,1,test_reserve,core,rcsb-mmseqs2-30:13268_30
3JSC_A,0,test,core,rcsb-mmseqs2-30:8624_30
3JSP_A,1,train,core,rcsb-mmseqs2-30:309_30
3JX7_A,1,test,core,rcsb-mmseqs2-30:7820_30
3JXB_C,1,validation_reserve,core,rcsb-mmseqs2-30:31362_30
3K3K_A,0,train,core,rcsb-mmseqs2-30:2051_30
3K5M_A,1,test,core,rcsb-mmseqs2-30:15619_30
3K7T_A,0,test,core,rcsb-mmseqs2-30:16729_30
3K8G_A,0,train,core,rcsb-mmseqs2-30:39174_30
3K8N_A,0,train,core,rcsb-mmseqs2-30:7080_30
3K8P_D,0,train,challenge,rcsb-mmseqs2-30:50685_30
3KBB_A,0,val,core,rcsb-mmseqs2-30:10497_30
3KC2_A,0,train,core,rcsb-mmseqs2-30:32910_30
3KDE_C,1,test,core,rcsb-mmseqs2-30:33610_30
3KFF_A,0,train,core,rcsb-mmseqs2-30:3038_30
3KH5_A,0,train,core,rcsb-mmseqs2-30:25358_30
3KHC_B,1,train,core,rcsb-mmseqs2-30:5120_30
3KK3_B,1,val,core,rcsb-mmseqs2-30:41_30
3KNT_A,1,validation_reserve,core,rcsb-mmseqs2-30:7369_30
3KQL_A,1,val,core,rcsb-mmseqs2-30:1019_30
3L1P_A,1,test,core,rcsb-mmseqs2-30:7838_30
3L2P_A,1,train,core,rcsb-mmseqs2-30:9199_30
3LDY_A,1,train,core,rcsb-mmseqs2-30:95392_30
3LSP_A,1,train,core,rcsb-mmseqs2-30:5119_30
3LWH_A,1,test_reserve,core,rcsb-mmseqs2-30:7556_30
3LX4_A,0,test,core,rcsb-mmseqs2-30:18200_30
3M12_A,0,test,core,rcsb-mmseqs2-30:2609_30
3M4A_A,1,test,core,rcsb-mmseqs2-30:54614_30
3M7O_A,0,test,core,rcsb-mmseqs2-30:20874_30
3MCX_A,0,train,core,rcsb-mmseqs2-30:55863_30
3ME7_A,0,train,core,rcsb-mmseqs2-30:87311_30
3MFK_A,1,train,core,rcsb-mmseqs2-30:4287_30
3MKW_B,1,train,core,rcsb-mmseqs2-30:32527_30
3MLP_A,1,test,challenge,rcsb-mmseqs2-30:7730_30
3MR1_A,0,train,core,rcsb-mmseqs2-30:1936_30
3MSU_A,0,train,core,rcsb-mmseqs2-30:1527_30
3MX4_A,1,train,core,rcsb-mmseqs2-30:50235_30
3MZH_A,1,train,core,rcsb-mmseqs2-30:11419_30
3N1I_A,1,train,core,rcsb-mmseqs2-30:14165_30
3N20_A,0,val,core,rcsb-mmseqs2-30:5659_30
3N2B_A,0,train,core,rcsb-mmseqs2-30:2720_30
3N6S_A,1,train,core,rcsb-mmseqs2-30:15172_30
3NDH_A,1,train,core,rcsb-mmseqs2-30:145517_30
3NE2_A,0,train,core,rcsb-mmseqs2-30:9782_30
3NGO_A,1,train,core,rcsb-mmseqs2-30:6386_30
3NJC_A,0,train,core,rcsb-mmseqs2-30:79677_30
3NK6_A,0,train,core,rcsb-mmseqs2-30:35252_30
3NM8_A,0,test,core,rcsb-mmseqs2-30:3191_30
3NYT_A,0,train,core,rcsb-mmseqs2-30:19095_30
3O9X_A,1,train,core,rcsb-mmseqs2-30:25703_30
3OA6_A,1,validation_reserve,core,rcsb-mmseqs2-30:20261_30
3OBI_A,0,val,core,rcsb-mmseqs2-30:5844_30
3ODC_B,1,train,core,rcsb-mmseqs2-30:1302_30
3OGD_A,1,test_reserve,core,rcsb-mmseqs2-30:11835_30
3ON0_A,1,val,core,rcsb-mmseqs2-30:12744_30
3ORC_A,1,test_reserve,core,rcsb-mmseqs2-30:15544_30
3OY9_A,1,train,core,rcsb-mmseqs2-30:3945_30
3OYY_A,0,train,core,rcsb-mmseqs2-30:223_30
3PIH_A,1,test,core,rcsb-mmseqs2-30:1610_30
3PL1_A,0,train,core,rcsb-mmseqs2-30:8797_30
3PO3_S,1,train,challenge,rcsb-mmseqs2-30:8308_30
3POV_A,1,test,core,rcsb-mmseqs2-30:40599_30
3Q05_A,1,validation_reserve,core,rcsb-mmseqs2-30:679_30
3Q8K_A,1,validation_reserve,core,rcsb-mmseqs2-30:1004_30
3QAP_A,0,train,core,rcsb-mmseqs2-30:4026_30
3QBE_A,0,train,core,rcsb-mmseqs2-30:4015_30
3QD5_A,0,val,core,rcsb-mmseqs2-30:11223_30
3QJL_A,0,test,core,rcsb-mmseqs2-30:17934_30
3QLI_A,0,train,core,rcsb-mmseqs2-30:17716_30
3QLP_H,1,val,core,rcsb-mmseqs2-30:50_30
3QMX_A,0,train,core,rcsb-mmseqs2-30:14715_30
3QTG_A,0,train,core,rcsb-mmseqs2-30:1631_30
3QVS_A,0,train,core,rcsb-mmseqs2-30:34295_30
3R0N_A,0,train,core,rcsb-mmseqs2-30:14714_30
3R18_A,0,test,core,rcsb-mmseqs2-30:5424_30
3R3J_A,0,val,core,rcsb-mmseqs2-30:2224_30
3RA4_A,1,test,core,rcsb-mmseqs2-30:1350_30
3RBU_A,0,train,core,rcsb-mmseqs2-30:1805_30
3RFY_A,0,train,core,rcsb-mmseqs2-30:19556_30
3RHY_A,0,train,core,rcsb-mmseqs2-30:29034_30
3RMJ_A,0,train,core,rcsb-mmseqs2-30:132_30
3RMP_A,1,test,core,rcsb-mmseqs2-30:12449_30
3RNU_B,1,train,core,rcsb-mmseqs2-30:6130_30
3ROA_A,0,val,core,rcsb-mmseqs2-30:1114_30
3RT4_A,0,train,core,rcsb-mmseqs2-30:2958_30
3RX6_A,0,test,core,rcsb-mmseqs2-30:20927_30
3S2S_A,0,train,core,rcsb-mmseqs2-30:18064_30
3SBT_B,0,train,core,rcsb-mmseqs2-30:416_30
3SM4_C,1,test,core,rcsb-mmseqs2-30:29883_30
3SMH_A,0,train,core,rcsb-mmseqs2-30:21874_30
3SO6_A,0,train,core,rcsb-mmseqs2-30:22099_30
3SPD_A,1,train,core,rcsb-mmseqs2-30:20789_30
3SQI_A,1,train,core,rcsb-mmseqs2-30:53129_30
3SQR_A,0,train,core,rcsb-mmseqs2-30:5030_30
3SS3_A,0,train,core,rcsb-mmseqs2-30:3170_30
3SX6_A,0,train,core,rcsb-mmseqs2-30:10884_30
3T5A_A,0,test,core,rcsb-mmseqs2-30:4212_30
3T5V_A,0,train,core,rcsb-mmseqs2-30:13851_30
3T60_C,0,train,core,rcsb-mmseqs2-30:328_30
3T63_M,0,val,core,rcsb-mmseqs2-30:3600_30
3T6B_A,0,train,core,rcsb-mmseqs2-30:6556_30
3TAY_A,0,test,core,rcsb-mmseqs2-30:2719_30
3TDO_A,0,test,core,rcsb-mmseqs2-30:15290_30
3TEE_A,0,train,challenge,rcsb-mmseqs2-30:24046_30
3TGU_B,0,val,core,rcsb-mmseqs2-30:976_30
3TH0_A,0,test,core,rcsb-mmseqs2-30:6960_30
3TH1_A,0,train,core,rcsb-mmseqs2-30:4694_30
3TNX_A,0,train,core,rcsb-mmseqs2-30:610_30
3TRT_A,0,val,challenge,rcsb-mmseqs2-30:15075_30
3TT1_A,0,val,core,rcsb-mmseqs2-30:3413_30
3TU4_K,1,train,core,rcsb-mmseqs2-30:17108_30
3TUR_A,0,train,core,rcsb-mmseqs2-30:2723_30
3U2G_A,0,test,core,rcsb-mmseqs2-30:39346_30
3U3W_A,1,val,core,rcsb-mmseqs2-30:65708_30
3U43_A,0,train,core,rcsb-mmseqs2-30:4377_30
3U58_A,1,train,core,rcsb-mmseqs2-30:18396_30
3U5Z_B,1,train,core,rcsb-mmseqs2-30:30352_30
3U6W_A,0,train,core,rcsb-mmseqs2-30:4439_30
3U9G_A,0,train,core,rcsb-mmseqs2-30:14072_30
3UBT_Y,1,train,core,rcsb-mmseqs2-30:23127_30
3UDG_B,1,train,core,rcsb-mmseqs2-30:3878_30
3UF2_A,0,val,core,rcsb-mmseqs2-30:14885_30
3UGJ_A,0,train,core,rcsb-mmseqs2-30:2117_30
3UGM_A,1,validation_reserve,core,rcsb-mmseqs2-30:19686_30
3UH0_A,0,train,core,rcsb-mmseqs2-30:17591_30
3UJ9_A,0,test,core,rcsb-mmseqs2-30:10527_30
3ULP_C,1,val,core,rcsb-mmseqs2-30:94831_30
3ULR_B,0,val,core,rcsb-mmseqs2-30:19445_30
3UMF_A,0,train,core,rcsb-mmseqs2-30:4190_30
3UV1_A,0,train,core,rcsb-mmseqs2-30:9269_30
3UVF_A,1,test,core,rcsb-mmseqs2-30:22794_30
3UW2_A,0,train,core,rcsb-mmseqs2-30:8099_30
3UW8_A,0,val,core,rcsb-mmseqs2-30:347_30
3UX2_A,0,train,core,rcsb-mmseqs2-30:17561_30
3V1Z_A,1,test,core,rcsb-mmseqs2-30:35804_30
3V48_A,0,val,core,rcsb-mmseqs2-30:3325_30
3V4R_B,1,train,core,rcsb-mmseqs2-30:420_30
3V53_A,0,train,core,rcsb-mmseqs2-30:27271_30
3V9X_B,1,val,core,rcsb-mmseqs2-30:2215_30
3VAG_B,1,train,core,rcsb-mmseqs2-30:5879_30
3VBA_A,0,train,core,rcsb-mmseqs2-30:3103_30
3VDJ_A,0,train,core,rcsb-mmseqs2-30:21516_30
3VE0_I,0,train,core,rcsb-mmseqs2-30:1715_30
3VEB_B,1,train,challenge,rcsb-mmseqs2-30:2764_30
3VF0_B,0,train,core,rcsb-mmseqs2-30:14819_30
3VGB_A,0,val,core,rcsb-mmseqs2-30:7639_30
3VH0_A,1,train,core,rcsb-mmseqs2-30:20481_30
3VHX_B,0,train,core,rcsb-mmseqs2-30:10814_30
3VKE_A,1,test,core,rcsb-mmseqs2-30:6767_30
3VKF_A,0,test,core,rcsb-mmseqs2-30:4105_30
3VM6_A,0,train,core,rcsb-mmseqs2-30:7968_30
3VO1_A,0,train,core,rcsb-mmseqs2-30:2559_30
3VOK_A,1,train,core,rcsb-mmseqs2-30:55448_30
3VQJ_A,0,test,core,rcsb-mmseqs2-30:17146_30
3VR8_A,0,test,core,rcsb-mmseqs2-30:1985_30
3VRC_A,0,train,core,rcsb-mmseqs2-30:25446_30
3VW4_A,1,test,challenge,rcsb-mmseqs2-30:169530_30
3VYG_B,0,test,core,rcsb-mmseqs2-30:27930_30
3W42_A,0,train,core,rcsb-mmseqs2-30:27211_30
3W54_A,0,val,core,rcsb-mmseqs2-30:10769_30
3W6V_A,1,train,core,rcsb-mmseqs2-30:157730_30
3W6X_A,0,train,core,rcsb-mmseqs2-30:32963_30
3WAZ_B,1,validation_reserve,core,rcsb-mmseqs2-30:31455_30
3WGI_A,1,test,core,rcsb-mmseqs2-30:1091_30
3WI7_A,0,train,core,rcsb-mmseqs2-30:2670_30
3WPC_A,1,train,core,rcsb-mmseqs2-30:2064_30
3WQL_A,0,train,core,rcsb-mmseqs2-30:19267_30
3X1L_A,1,train,core,rcsb-mmseqs2-30:23245_30
3X1L_B,1,train,core,rcsb-mmseqs2-30:25064_30
3X1L_D,1,train,core,rcsb-mmseqs2-30:17046_30
3X1L_H,1,train,core,rcsb-mmseqs2-30:48681_30
3ZH2_C,1,train,core,rcsb-mmseqs2-30:619_30
3ZHM_A,1,val,core,rcsb-mmseqs2-30:40019_30
3ZI5_A,1,train,core,rcsb-mmseqs2-30:77910_30
3ZPL_E,1,train,core,rcsb-mmseqs2-30:24340_30
3ZQL_A,1,train,core,rcsb-mmseqs2-30:16561_30
3ZSC_A,0,train,core,rcsb-mmseqs2-30:59567_30
3ZUI_A,0,val,core,rcsb-mmseqs2-30:21673_30
3ZVM_A,1,validation_reserve,core,rcsb-mmseqs2-30:7870_30
3ZVS_A,0,train,core,rcsb-mmseqs2-30:17384_30
3ZWT_A,0,val,core,rcsb-mmseqs2-30:365_30
3ZXB_A,0,val,core,rcsb-mmseqs2-30:63132_30
3ZYQ_A,0,train,core,rcsb-mmseqs2-30:16133_30
3ZZO_A,0,train,core,rcsb-mmseqs2-30:39899_30
4A15_A,1,train,core,rcsb-mmseqs2-30:42904_30
4A25_A,0,train,core,rcsb-mmseqs2-30:12393_30
4A2A_A,0,train,core,rcsb-mmseqs2-30:54529_30
4A2N_B,0,train,core,rcsb-mmseqs2-30:101315_30
4A53_A,0,val,core,rcsb-mmseqs2-30:58888_30
4A5V_A,0,val,core,rcsb-mmseqs2-30:49639_30
4A6D_A,0,train,core,rcsb-mmseqs2-30:18335_30
4A75_A,1,train,core,rcsb-mmseqs2-30:20975_30
4A7K_A,0,test,core,rcsb-mmseqs2-30:48848_30
4A8J_B,0,train,core,rcsb-mmseqs2-30:22810_30
4A8J_C,0,train,core,rcsb-mmseqs2-30:28527_30
4A8Y_C,1,train,core,rcsb-mmseqs2-30:8087_30
4A9A_A,0,val,core,rcsb-mmseqs2-30:10346_30
4A9W_A,0,train,core,rcsb-mmseqs2-30:30053_30
4AE2_A,0,train,core,rcsb-mmseqs2-30:20718_30
4AFI_A,0,val,core,rcsb-mmseqs2-30:117613_30
4AIE_A,0,train,core,rcsb-mmseqs2-30:14620_30
4AIJ_B,1,train,core,rcsb-mmseqs2-30:3804_30
4AKK_A,0,train,core,rcsb-mmseqs2-30:61525_30
4ALX_A,0,train,core,rcsb-mmseqs2-30:1176_30
4AN6_A,0,val,core,rcsb-mmseqs2-30:3086_30
4AOW_A,0,train,core,rcsb-mmseqs2-30:5959_30
4AQ1_A,0,train,core,rcsb-mmseqs2-30:93727_30
4ARZ_B,0,train,core,rcsb-mmseqs2-30:4264_30
4AWL_A,1,train,challenge,rcsb-mmseqs2-30:30121_30
4B21_A,1,test,core,rcsb-mmseqs2-30:16814_30
4BGF_A,0,train,core,rcsb-mmseqs2-30:14347_30
4BOF_A,0,val,core,rcsb-mmseqs2-30:1279_30
4BPS_A,0,train,core,rcsb-mmseqs2-30:36095_30
4BXO_B,1,train,core,rcsb-mmseqs2-30:19943_30
4C30_I,1,train,core,rcsb-mmseqs2-30:3185_30
4CFT_A,0,test,core,rcsb-mmseqs2-30:88_30
4CLC_C,0,train,core,rcsb-mmseqs2-30:3029_30
4CSA_C,1,test,core,rcsb-mmseqs2-30:14103_30
4D1Q_G,1,validation_reserve,core,rcsb-mmseqs2-30:19067_30
4D8K_A,0,test,core,rcsb-mmseqs2-30:434_30
4D97_A,0,val,core,rcsb-mmseqs2-30:1506_30
4D9I_A,0,train,core,rcsb-mmseqs2-30:12429_30
4DAV_A,1,train,core,rcsb-mmseqs2-30:596_30
4DBD_A,0,test,core,rcsb-mmseqs2-30:22575_30
4DBL_C,0,train,core,rcsb-mmseqs2-30:4010_30
4DCN_C,0,train,challenge,rcsb-mmseqs2-30:14211_30
4DG9_A,0,train,core,rcsb-mmseqs2-30:61152_30
4DGF_A,0,val,core,rcsb-mmseqs2-30:51817_30
4DIQ_A,0,train,core,rcsb-mmseqs2-30:8557_30
4DIX_A,0,train,core,rcsb-mmseqs2-30:7164_30
4DJB_A,0,train,core,rcsb-mmseqs2-30:201374_30
4DJT_A,0,train,core,rcsb-mmseqs2-30:5661_30
4DKJ_A,1,val,core,rcsb-mmseqs2-30:36390_30
4DM0_A,1,train,core,rcsb-mmseqs2-30:28140_30
4DO7_A,0,train,core,rcsb-mmseqs2-30:26546_30
4DPP_A,0,train,core,rcsb-mmseqs2-30:211_30
4DT4_A,0,test,core,rcsb-mmseqs2-30:11230_30
4DW0_A,0,train,core,rcsb-mmseqs2-30:13926_30
4DX1_A,0,train,core,rcsb-mmseqs2-30:1115_30
4DYL_A,0,test,challenge,rcsb-mmseqs2-30:5671_30
4E0I_A,0,train,core,rcsb-mmseqs2-30:8009_30
4E1J_A,0,train,core,rcsb-mmseqs2-30:245_30
4E1Y_A,0,train,core,rcsb-mmseqs2-30:41057_30
4E4T_A,0,test,core,rcsb-mmseqs2-30:308_30
4E51_A,0,train,core,rcsb-mmseqs2-30:272_30
4E54_B,1,train,core,rcsb-mmseqs2-30:9168_30
4ECW_A,1,test,core,rcsb-mmseqs2-30:767_30
4EDF_A,0,test,core,rcsb-mmseqs2-30:3013_30
4EEE_A,0,test,core,rcsb-mmseqs2-30:85219_30
4EEI_A,0,test,core,rcsb-mmseqs2-30:5050_30
4EFA_E,0,train,challenge,rcsb-mmseqs2-30:984_30
4EFI_A,0,test,core,rcsb-mmseqs2-30:48351_30
4EFO_A,0,train,core,rcsb-mmseqs2-30:5823_30
4EFZ_A,0,test,core,rcsb-mmseqs2-30:18111_30
4EIV_A,0,train,core,rcsb-mmseqs2-30:66263_30
4EIY_A,0,train,core,rcsb-mmseqs2-30:100_30
4EJ7_A,0,train,core,rcsb-mmseqs2-30:13344_30
4EJO_A,0,test,core,rcsb-mmseqs2-30:174547_30
4EMK_B,0,train,core,rcsb-mmseqs2-30:5446_30
4EMO_A,0,train,core,rcsb-mmseqs2-30:203688_30
4EN6_B,0,val,core,rcsb-mmseqs2-30:8419_30
4EOD_A,0,train,core,rcsb-mmseqs2-30:5982_30
4EOZ_C,0,train,core,rcsb-mmseqs2-30:2203_30
4EPA_A,0,train,core,rcsb-mmseqs2-30:38515_30
