base_identifier,label,split,tier,sequence_cluster_id
5H9E_J,1,test,core,rcsb-mmseqs2-30:27201_30
5H9F_B,1,val,core,rcsb-mmseqs2-30:28188_30
5H9F_K,1,val,core,rcsb-mmseqs2-30:23119_30
5HR4_C,1,val,core,rcsb-mmseqs2-30:90170_30
5HRT_A,1,test,core,rcsb-mmseqs2-30:576_30
5HX2_A,0,test,core,rcsb-mmseqs2-30:23251_30
5HY3_B,0,val,core,rcsb-mmseqs2-30:74588_30
5IOX_A,0,val,core,rcsb-mmseqs2-30:6628_30
5J3E_A,1,val,core,rcsb-mmseqs2-30:29408_30
5J5P_A,1,test,core,rcsb-mmseqs2-30:386_30
5JJV_B,1,train,core,rcsb-mmseqs2-30:52083_30
5JRE_D,1,val,core,rcsb-mmseqs2-30:32160_30
5JUB_A,1,test,core,rcsb-mmseqs2-30:39936_30
5K1Y_D,1,val,core,rcsb-mmseqs2-30:33288_30
5KUC_A,0,val,core,rcsb-mmseqs2-30:34654_30
5L2X_A,1,val,core,rcsb-mmseqs2-30:10582_30
5L9W_C,0,test,core,rcsb-mmseqs2-30:84007_30
5N8R_A,1,test,core,rcsb-mmseqs2-30:5640_30
5N9J_Y,0,test,core,rcsb-mmseqs2-30:53906_30
5NLL_A,0,val,core,rcsb-mmseqs2-30:2342_30
5NNU_A,1,val,core,rcsb-mmseqs2-30:2836_30
5O6U_D,1,test,core,rcsb-mmseqs2-30:65488_30
5O6U_F,1,test,core,rcsb-mmseqs2-30:65487_30
5OKD_J,0,test,challenge,rcsb-mmseqs2-30:1308_30
5ON8_A,0,test,core,rcsb-mmseqs2-30:4887_30
5P9V_A,0,test,core,rcsb-mmseqs2-30:2069_30
5T9J_B,1,test,core,rcsb-mmseqs2-30:41497_30
5TC1_A,0,val,core,rcsb-mmseqs2-30:5201_30
5TKZ_A,1,val,core,rcsb-mmseqs2-30:20193_30
5TVM_E,0,test,core,rcsb-mmseqs2-30:26505_30
5U0A_C,1,test,core,rcsb-mmseqs2-30:69656_30
5U1J_B,1,test,core,rcsb-mmseqs2-30:84444_30
5UC6_A,1,val,core,rcsb-mmseqs2-30:10532_30
5V9X_A,1,val,core,rcsb-mmseqs2-30:17077_30
5VPE_D,1,test,challenge,rcsb-mmseqs2-30:7234_30
5WRU_A,0,test,core,rcsb-mmseqs2-30:57138_30
5XB6_A,0,test,core,rcsb-mmseqs2-30:36235_30
5XFQ_A,1,test,core,rcsb-mmseqs2-30:11481_30
5XNB_C,0,val,core,rcsb-mmseqs2-30:36250_30
5XVN_F,1,train,core,rcsb-mmseqs2-30:6307_30
5YBB_D,1,train,core,rcsb-mmseqs2-30:95800_30
5YWS_B,1,test,core,rcsb-mmseqs2-30:3393_30
5Z40_A,0,test,core,rcsb-mmseqs2-30:1166_30
5ZKI_B,1,test,core,rcsb-mmseqs2-30:10261_30
5ZKM_A,1,val,core,rcsb-mmseqs2-30:18827_30
5ZKO_H,1,val,challenge,rcsb-mmseqs2-30:11381_30
5ZR1_A,1,test,core,rcsb-mmseqs2-30:7882_30
5ZYU_A,1,val,core,rcsb-mmseqs2-30:16558_30
6AMA_Y,1,val,core,rcsb-mmseqs2-30:94310_30
6BEK_A,1,test,core,rcsb-mmseqs2-30:26307_30
6BKA_A,0,test,core,rcsb-mmseqs2-30:49700_30
6C31_A,1,test,core,rcsb-mmseqs2-30:11745_30
6CKM_A,0,val,core,rcsb-mmseqs2-30:20294_30
6D8P_B,1,val,core,rcsb-mmseqs2-30:24042_30
6DBJ_B,1,test,core,rcsb-mmseqs2-30:3906_30
6DG0_A,1,val,core,rcsb-mmseqs2-30:20193_30
6DT1_A,1,val,core,rcsb-mmseqs2-30:80955_30
6DT7_B,1,test,core,rcsb-mmseqs2-30:61686_30
6DVC_F,1,test,challenge,rcsb-mmseqs2-30:13929_30
6ERH_A,1,test,core,rcsb-mmseqs2-30:2994_30
6EU1_O,1,test,core,rcsb-mmseqs2-30:6015_30
6EZN_H,0,test,challenge,rcsb-mmseqs2-30:21255_30
6FQB_E,0,val,core,rcsb-mmseqs2-30:15674_30
6FWS_B,1,val,core,rcsb-mmseqs2-30:14815_30
6G1T_A,1,test,core,rcsb-mmseqs2-30:53902_30
6GDR_A,1,test,core,rcsb-mmseqs2-30:34428_30
6GRH_C,0,train,core,rcsb-mmseqs2-30:43310_30
6GS2_B,0,test,core,rcsb-mmseqs2-30:20998_30
6H1W_A,0,test,core,rcsb-mmseqs2-30:84806_30
6HB4_A,1,test,core,rcsb-mmseqs2-30:9598_30
6HC6_A,0,test,core,rcsb-mmseqs2-30:33914_30
6HCE_A,0,train,core,rcsb-mmseqs2-30:41315_30
6I8V_A,0,test,core,rcsb-mmseqs2-30:6300_30
6IAT_A,0,val,core,rcsb-mmseqs2-30:39205_30
6IDE_B,1,val,core,rcsb-mmseqs2-30:46107_30
6IJ7_A,0,test,core,rcsb-mmseqs2-30:1025_30
6JCX_F,1,train,challenge,rcsb-mmseqs2-30:11621_30
6JD2_A,0,test,core,rcsb-mmseqs2-30:233_30
6JG8_B,1,val,core,rcsb-mmseqs2-30:10013_30
6JJT_A,0,test,core,rcsb-mmseqs2-30:22607_30
6JUM_A,1,train,core,rcsb-mmseqs2-30:9346_30
6KKM_E,0,val,core,rcsb-mmseqs2-30:21541_30
6LAR_B,0,val,core,rcsb-mmseqs2-30:23116_30
6LLZ_A,0,test,core,rcsb-mmseqs2-30:793_30
6LNB_A,1,val,core,rcsb-mmseqs2-30:18308_30
6LNB_H,1,val,core,rcsb-mmseqs2-30:17297_30
6LNB_I,1,val,core,rcsb-mmseqs2-30:12391_30
6LPV_A,0,train,core,rcsb-mmseqs2-30:3043_30
6M75_A,1,test,core,rcsb-mmseqs2-30:11006_30
6NC9_A,0,train,core,rcsb-mmseqs2-30:27900_30
6O71_A,1,test,core,rcsb-mmseqs2-30:23811_30
6OGJ_B,1,test,core,rcsb-mmseqs2-30:13944_30
6OJ0_Z,0,train,core,rcsb-mmseqs2-30:127561_30
6ON0_B,1,val,core,rcsb-mmseqs2-30:83100_30
6P18_Q,1,test,core,rcsb-mmseqs2-30:29219_30
6P73_A,0,test,core,rcsb-mmseqs2-30:2292_30
6P7U_A,0,val,core,rcsb-mmseqs2-30:1454_30
6PAX_A,1,val,core,rcsb-mmseqs2-30:14889_30
6PBZ_A,0,val,core,rcsb-mmseqs2-30:2266_30
6PEU_A,0,test,core,rcsb-mmseqs2-30:50410_30
6PPU_B,1,val,core,rcsb-mmseqs2-30:29566_30
6PT8_A,0,val,core,rcsb-mmseqs2-30:4614_30
6Q5U_R,0,test,core,rcsb-mmseqs2-30:34422_30
6QEM_G,1,test,core,rcsb-mmseqs2-30:13385_30
6QJT_A,0,test,core,rcsb-mmseqs2-30:29330_30
6QP3_A,0,test,core,rcsb-mmseqs2-30:7480_30
6R2Q_B,0,test,core,rcsb-mmseqs2-30:76166_30
6RWE_M,1,val,challenge,rcsb-mmseqs2-30:4575_30
6RWL_A,1,val,core,rcsb-mmseqs2-30:41_30
6S48_A,1,val,core,rcsb-mmseqs2-30:42474_30
6SA0_A,1,val,core,rcsb-mmseqs2-30:27334_30
6SD0_A,0,test,core,rcsb-mmseqs2-30:1036_30
6SER_A,0,test,core,rcsb-mmseqs2-30:15589_30
6TED_U,1,val,core,rcsb-mmseqs2-30:3753_30
6TWK_A,0,test,core,rcsb-mmseqs2-30:32728_30
6U08_B,0,val,core,rcsb-mmseqs2-30:80216_30
6UEP_B,1,val,core,rcsb-mmseqs2-30:3075_30
6UG1_A,1,val,core,rcsb-mmseqs2-30:16901_30
6UH5_L,1,val,core,rcsb-mmseqs2-30:23755_30
6UH5_M,1,val,core,rcsb-mmseqs2-30:16913_30
6UH5_N,1,val,core,rcsb-mmseqs2-30:12176_30
6UKE_X,1,test,core,rcsb-mmseqs2-30:42505_30
6V7B_a,1,train,core,rcsb-mmseqs2-30:185657_30
6VDQ_A,0,val,core,rcsb-mmseqs2-30:42752_30
6W1F_A,1,test,core,rcsb-mmseqs2-30:16951_30
6W7A_A,1,test,core,rcsb-mmseqs2-30:552_30
6WIG_A,1,train,core,rcsb-mmseqs2-30:30739_30
6WKR_C,1,test,core,rcsb-mmseqs2-30:3181_30
6WMD_A,0,test,core,rcsb-mmseqs2-30:14478_30
6WPA_A,1,train,core,rcsb-mmseqs2-30:19923_30
6WUE_A,0,test,core,rcsb-mmseqs2-30:9138_30
6X9J_A,1,val,core,rcsb-mmseqs2-30:4743_30
6XGX_A,1,test,core,rcsb-mmseqs2-30:13056_30
6XL5_G,1,train,core,rcsb-mmseqs2-30:27665_30
6XT9_I,0,test,core,rcsb-mmseqs2-30:15336_30
6YJB_A,1,train,core,rcsb-mmseqs2-30:54053_30
6YSL_C,0,val,challenge,rcsb-mmseqs2-30:12708_30
6YUG_A,0,val,core,rcsb-mmseqs2-30:86549_30
6Z8D_A,0,val,core,rcsb-mmseqs2-30:40156_30
6ZA3_B,1,train,core,rcsb-mmseqs2-30:35336_30
6ZJ2_B,1,test,core,rcsb-mmseqs2-30:9146_30
6ZNP_A,1,train,core,rcsb-mmseqs2-30:18415_30
7AE5_a,0,test,core,rcsb-mmseqs2-30:41660_30
7AOH_Y,1,test,core,rcsb-mmseqs2-30:34902_30
7B0X_D,0,val,core,rcsb-mmseqs2-30:3529_30
7BHQ_A,0,val,challenge,rcsb-mmseqs2-30:20393_30
7BHY_A,1,test,core,rcsb-mmseqs2-30:14398_30
7BIN_F,0,test,core,rcsb-mmseqs2-30:6631_30
7BIN_b,0,test,core,rcsb-mmseqs2-30:7418_30
7BW6_A,0,test,core,rcsb-mmseqs2-30:8899_30
7BZG_A,1,test,core,rcsb-mmseqs2-30:9797_30
7C7L_A,1,test,core,rcsb-mmseqs2-30:46860_30
7CE1_K,1,test,core,rcsb-mmseqs2-30:47070_30
7CQ4_A,1,test,core,rcsb-mmseqs2-30:9442_30
7CY8_A,1,val,core,rcsb-mmseqs2-30:34074_30
7CZO_A,0,val,core,rcsb-mmseqs2-30:26269_30
7DKP_A,0,val,core,rcsb-mmseqs2-30:14914_30
7DV2_A,1,val,core,rcsb-mmseqs2-30:74334_30
7DWR_A,1,test,core,rcsb-mmseqs2-30:58609_30
7EDB_A,1,val,core,rcsb-mmseqs2-30:78788_30
7EL3_A,1,test,core,rcsb-mmseqs2-30:17471_30
7ET4_D,1,test,core,rcsb-mmseqs2-30:10855_30
7F0K_A,0,val,challenge,rcsb-mmseqs2-30:13856_30
7F9F_A,0,val,core,rcsb-mmseqs2-30:33969_30
7JTK_G,0,test,core,rcsb-mmseqs2-30:20649_30
7JTN_A,1,val,core,rcsb-mmseqs2-30:3733_30
7K5D_A,1,val,core,rcsb-mmseqs2-30:7188_30
7KQM_A,1,test,core,rcsb-mmseqs2-30:18743_30
7KRA_F,0,train,core,rcsb-mmseqs2-30:23476_30
7KSP_A,1,val,core,rcsb-mmseqs2-30:10017_30
7L4C_A,1,test,core,rcsb-mmseqs2-30:12051_30
7LCE_A,0,val,core,rcsb-mmseqs2-30:22050_30
7LHV_A,0,test,core,rcsb-mmseqs2-30:43209_30
7LMA_H,1,train,challenge,rcsb-mmseqs2-30:21767_30
7MI4_B,1,test,core,rcsb-mmseqs2-30:9194_30
7MSN_A,0,val,core,rcsb-mmseqs2-30:44388_30
7N3Y_A,1,val,core,rcsb-mmseqs2-30:41353_30
7NYW_B,1,test,challenge,rcsb-mmseqs2-30:2156_30
7O0H_A,1,val,core,rcsb-mmseqs2-30:28724_30
7OB9_M,1,val,challenge,rcsb-mmseqs2-30:17238_30
7OJG_A,0,train,challenge,rcsb-mmseqs2-30:19537_30
7OL9_B,1,train,core,rcsb-mmseqs2-30:5721_30
7OUE_A,1,train,core,rcsb-mmseqs2-30:10987_30
7P3F_A,1,val,core,rcsb-mmseqs2-30:525_30
7PZB_A,1,test,core,rcsb-mmseqs2-30:62023_30
7Q06_A,0,test,core,rcsb-mmseqs2-30:34292_30
7QAZ_B,1,val,core,rcsb-mmseqs2-30:40016_30
7QD4_A,1,train,core,rcsb-mmseqs2-30:17017_30
7QEN_A,1,test,challenge,rcsb-mmseqs2-30:4708_30
7QG9_G,0,test,core,rcsb-mmseqs2-30:35390_30
7QG9_V,0,test,core,rcsb-mmseqs2-30:21925_30
7QH2_A,0,test,core,rcsb-mmseqs2-30:9736_30
7QOG_A,0,test,core,rcsb-mmseqs2-30:32944_30
7QOJ_D,0,test,core,rcsb-mmseqs2-30:28074_30
7QRU_F,0,val,challenge,rcsb-mmseqs2-30:9642_30
7R8G_A,1,test,core,rcsb-mmseqs2-30:31550_30
7RGO_A,0,val,core,rcsb-mmseqs2-30:875_30
7S01_c,1,test,core,rcsb-mmseqs2-30:49741_30
7S78_N,0,val,core,rcsb-mmseqs2-30:6921_30
7SBA_I,1,test,core,rcsb-mmseqs2-30:48111_30
7SGL_D,1,val,core,rcsb-mmseqs2-30:11328_30
7ST9_E,1,val,core,rcsb-mmseqs2-30:2031_30
7TAW_J,1,test,core,rcsb-mmseqs2-30:21123_30
7U05_H,0,test,core,rcsb-mmseqs2-30:13709_30
7U05_K,0,test,core,rcsb-mmseqs2-30:3608_30
7UBN_Q,1,train,core,rcsb-mmseqs2-30:19811_30
7V6W_F,1,train,core,rcsb-mmseqs2-30:43771_30
7VG8_A,1,test,core,rcsb-mmseqs2-30:35140_30
7VJM_A,1,test,core,rcsb-mmseqs2-30:45363_30
7W1K_A,0,test,core,rcsb-mmseqs2-30:1636_30
7WMP_a,0,test,challenge,rcsb-mmseqs2-30:120409_30
7WWV_B,1,train,core,rcsb-mmseqs2-30:19303_30
7X3V_U,1,test,core,rcsb-mmseqs2-30:40499_30
7X5E_E,1,test,challenge,rcsb-mmseqs2-30:13605_30
7XEY_B,0,test,core,rcsb-mmseqs2-30:15042_30
7XF1_A,1,val,core,rcsb-mmseqs2-30:21721_30
7XM0_A,1,test,core,rcsb-mmseqs2-30:44427_30
7XP3_A,1,val,core,rcsb-mmseqs2-30:51732_30
7XPX_K,1,val,core,rcsb-mmseqs2-30:7611_30
7XQ5_A,1,test,challenge,rcsb-mmseqs2-30:58423_30
7XQ5_B,1,test,challenge,rcsb-mmseqs2-30:46100_30
7XVM_U,1,test,core,rcsb-mmseqs2-30:24996_30
7Y18_C,0,test,core,rcsb-mmseqs2-30:46590_30
7YDW_C,1,val,core,rcsb-mmseqs2-30:73030_30
7YHL_A,0,test,core,rcsb-mmseqs2-30:30942_30
7YHP_A,1,val,core,rcsb-mmseqs2-30:21881_30
7YMI_Z,0,test,core,rcsb-mmseqs2-30:734_30
7Z0O_E,1,test,core,rcsb-mmseqs2-30:66166_30
7ZIE_B,1,val,core,rcsb-mmseqs2-30:76573_30
8A0X_A,1,test,challenge,rcsb-mmseqs2-30:35538_30
8A0X_D,1,test,core,rcsb-mmseqs2-30:27514_30
8A8J_A,1,test,core,rcsb-mmseqs2-30:26935_30
8AAS_B,1,train,core,rcsb-mmseqs2-30:30233_30
8AGE_C,0,test,challenge,rcsb-mmseqs2-30:30648_30
8AGE_E,0,test,core,rcsb-mmseqs2-30:21176_30
8AMU_F,1,train,core,rcsb-mmseqs2-30:30915_30
8AP9_I,0,test,core,rcsb-mmseqs2-30:12751_30
8ATT_B,1,train,core,rcsb-mmseqs2-30:14521_30
8B1T_D,1,val,core,rcsb-mmseqs2-30:8135_30
8B64_X,0,train,challenge,rcsb-mmseqs2-30:70570_30
8BBG_C,0,train,challenge,rcsb-mmseqs2-30:5328_30
8BD4_C,1,val,core,rcsb-mmseqs2-30:14505_30
8BPX_a,0,test,challenge,rcsb-mmseqs2-30:11735_30
8BTG_B,1,test,core,rcsb-mmseqs2-30:645_30
8C26_A,0,val,core,rcsb-mmseqs2-30:54924_30
8C7U_D,1,val,core,rcsb-mmseqs2-30:1655_30
8CLI_A,1,test,core,rcsb-mmseqs2-30:22792_30
8CWW_P,1,test,core,rcsb-mmseqs2-30:54713_30
8D0B_F,1,test,core,rcsb-mmseqs2-30:2931_30
8D3L_E,1,test,core,rcsb-mmseqs2-30:10101_30
8DF9_B,1,val,core,rcsb-mmseqs2-30:18021_30
8DFS_M,0,train,core,rcsb-mmseqs2-30:44352_30
8DMB_P,1,test,core,rcsb-mmseqs2-30:139621_30
8DR0_D,1,val,core,rcsb-mmseqs2-30:1430_30
8DY9_B,1,test,core,rcsb-mmseqs2-30:26_30
8E3S_A,0,train,core,rcsb-mmseqs2-30:21003_30
8E5D_A,1,val,core,rcsb-mmseqs2-30:17292_30
8EA4_O,1,val,core,rcsb-mmseqs2-30:15523_30
8FCJ_A,1,train,core,rcsb-mmseqs2-30:28123_30
8FCV_P,1,train,core,rcsb-mmseqs2-30:58837_30
8FGW_C,0,val,challenge,rcsb-mmseqs2-30:2498_30
8FS4_A,1,test,core,rcsb-mmseqs2-30:16254_30
8FS6_G,1,test,core,rcsb-mmseqs2-30:14571_30
8FW5_I,0,test,core,rcsb-mmseqs2-30:80153_30
8FW7_D,1,test,core,rcsb-mmseqs2-30:41709_30
8G9U_A,1,test,core,rcsb-mmseqs2-30:13643_30
8GBJ_X,1,test,core,rcsb-mmseqs2-30:11027_30
8GJ0_A,1,test,core,rcsb-mmseqs2-30:5512_30
8GQ6_A,0,val,core,rcsb-mmseqs2-30:10960_30
8GUI_L,1,val,core,rcsb-mmseqs2-30:7644_30
8GY2_C,0,train,core,rcsb-mmseqs2-30:75911_30
8H24_A,0,train,core,rcsb-mmseqs2-30:42187_30
8HNV_E,1,test,core,rcsb-mmseqs2-30:24023_30
8HXY_M,1,val,challenge,rcsb-mmseqs2-30:5834_30
8HY0_N,1,test,core,rcsb-mmseqs2-30:7714_30
8IA3_E,1,val,challenge,rcsb-mmseqs2-30:14164_30
8IAZ_A,1,test,core,rcsb-mmseqs2-30:12490_30
8IMQ_A,0,test,core,rcsb-mmseqs2-30:40989_30
8IUH_P,1,test,core,rcsb-mmseqs2-30:2409_30
8IUH_W,1,test,core,rcsb-mmseqs2-30:13776_30
8IYJ_8,0,test,challenge,rcsb-mmseqs2-30:10899_30
8JKK_D,1,train,core,rcsb-mmseqs2-30:66190_30
8K25_A,1,train,core,rcsb-mmseqs2-30:36279_30
8K86_A,1,val,challenge,rcsb-mmseqs2-30:18935_30
8KBG_D,0,test,core,rcsb-mmseqs2-30:23992_30
8KGG_R,0,test,core,rcsb-mmseqs2-30:3485_30
8KH1_A,0,test,core,rcsb-mmseqs2-30:136442_30
8OVW_N,1,test,core,rcsb-mmseqs2-30:15575_30
8OW4_B,1,test,core,rcsb-mmseqs2-30:8603_30
8OY8_A,1,val,core,rcsb-mmseqs2-30:3061_30
8P4B_M,1,test,core,rcsb-mmseqs2-30:6988_30
8P5Q_A,1,val,core,rcsb-mmseqs2-30:28275_30
8PHH_A,0,test,core,rcsb-mmseqs2-30:121538_30
8PKP_Y,0,test,core,rcsb-mmseqs2-30:8306_30
8PO8_A,1,test,core,rcsb-mmseqs2-30:11825_30
8PSN_A,1,train,core,rcsb-mmseqs2-30:16763_30
8Q1B_J,0,train,challenge,rcsb-mmseqs2-30:100188_30
8Q7D_p,1,val,core,rcsb-mmseqs2-30:40252_30
8QU6_H,1,val,core,rcsb-mmseqs2-30:18939_30
8QUE_B,1,test,core,rcsb-mmseqs2-30:50257_30
8RC2_F,1,val,core,rcsb-mmseqs2-30:45457_30
8RC2_G,1,val,core,rcsb-mmseqs2-30:45456_30
8RFJ_M,1,test,core,rcsb-mmseqs2-30:22942_30
8ROQ_M,0,val,core,rcsb-mmseqs2-30:6921_30
8RQT_A,0,val,core,rcsb-mmseqs2-30:45112_30
8RZ7_B,1,val,core,rcsb-mmseqs2-30:4821_30
8S37_B,1,train,core,rcsb-mmseqs2-30:45455_30
8S4T_A,1,test,core,rcsb-mmseqs2-30:77104_30
8S82_K,1,test,core,rcsb-mmseqs2-30:27510_30
8SD5_A,0,test,core,rcsb-mmseqs2-30:31111_30
8SH0_A,1,test,core,rcsb-mmseqs2-30:9980_30
8SIY_A,1,test,core,rcsb-mmseqs2-30:25687_30
8SLN_A,1,test,core,rcsb-mmseqs2-30:28886_30
8SYN_A,0,test,core,rcsb-mmseqs2-30:15663_30
8T9C_A,1,val,core,rcsb-mmseqs2-30:41029_30
8TEW_1,0,train,core,rcsb-mmseqs2-30:8716_30
8TM6_d,0,val,core,rcsb-mmseqs2-30:7846_30
8TRO_b,0,test,core,rcsb-mmseqs2-30:4897_30
8TVC_A,1,train,core,rcsb-mmseqs2-30:2335_30
8TVR_G,0,train,core,rcsb-mmseqs2-30:27287_30
8TWB_1,1,test,core,rcsb-mmseqs2-30:15843_30
8UA7_D,1,train,core,rcsb-mmseqs2-30:185050_30
8UC3_C,0,val,core,rcsb-mmseqs2-30:62901_30
8UMY_A,1,test,core,rcsb-mmseqs2-30:11902_30
8UN0_H,1,test,core,rcsb-mmseqs2-30:1139_30
8UNF_A,1,train,core,rcsb-mmseqs2-30:30103_30
8URQ_A,1,val,core,rcsb-mmseqs2-30:39734_30
8URQ_B,1,val,core,rcsb-mmseqs2-30:30985_30
8URQ_F,1,val,core,rcsb-mmseqs2-30:37366_30
8V08_B,1,test,core,rcsb-mmseqs2-30:6531_30
8V32_J,1,val,core,rcsb-mmseqs2-30:84174_30
8VCA_A,0,val,core,rcsb-mmseqs2-30:2095_30
8VKJ_A,0,val,core,rcsb-mmseqs2-30:11583_30
8W2P_C,1,test,core,rcsb-mmseqs2-30:57077_30
8WPE_D,1,val,core,rcsb-mmseqs2-30:52651_30
8WPK_B,1,test,core,rcsb-mmseqs2-30:6945_30
8WT4_A,0,train,core,rcsb-mmseqs2-30:39318_30
8X6D_B,1,test,core,rcsb-mmseqs2-30:26361_30
8X6G_H,1,test,core,rcsb-mmseqs2-30:8840_30
8XAK_A,1,val,core,rcsb-mmseqs2-30:34195_30
8XHV_A,1,test,core,rcsb-mmseqs2-30:28196_30
8XIH_B,1,val,core,rcsb-mmseqs2-30:46605_30
8XRI_B,1,test,core,rcsb-mmseqs2-30:6816_30
8XYC_A,1,train,core,rcsb-mmseqs2-30:73326_30
8Y9N_A,1,val,core,rcsb-mmseqs2-30:46527_30
8YEY_C,1,test,core,rcsb-mmseqs2-30:12218_30
8YV7_A,0,train,core,rcsb-mmseqs2-30:10099_30
8YWM_A,1,test,core,rcsb-mmseqs2-30:34078_30
8YZT_C,1,val,core,rcsb-mmseqs2-30:19498_30
8ZB1_B,0,train,core,rcsb-mmseqs2-30:15410_30
8ZEF_A,1,val,core,rcsb-mmseqs2-30:14110_30
8ZF9_R,0,train,core,rcsb-mmseqs2-30:3487_30
8ZKZ_A,0,val,core,rcsb-mmseqs2-30:20623_30
8ZNJ_A,1,val,core,rcsb-mmseqs2-30:72335_30
8ZNJ_B,1,val,core,rcsb-mmseqs2-30:72336_30
8ZP7_H,1,test,core,rcsb-mmseqs2-30:16127_30
9A2N_A,0,test,core,rcsb-mmseqs2-30:8904_30
9A4P_B,0,train,core,rcsb-mmseqs2-30:76590_30
9A4X_A,0,test,core,rcsb-mmseqs2-30:24791_30
9A51_B,0,val,core,rcsb-mmseqs2-30:76591_30
9A52_A,0,test,core,rcsb-mmseqs2-30:46164_30
9A59_A,0,val,core,rcsb-mmseqs2-30:18682_30
9A5R_B,0,test,core,rcsb-mmseqs2-30:8443_30
9A60_A,0,train,core,rcsb-mmseqs2-30:75308_30
9A67_A,0,test,challenge,rcsb-mmseqs2-30:62450_30
9A67_B,0,test,challenge,rcsb-mmseqs2-30:78908_30
9A6K_A,0,val,core,rcsb-mmseqs2-30:76941_30
9A72_A,0,test,challenge,rcsb-mmseqs2-30:77372_30
9A74_A,0,test,core,rcsb-mmseqs2-30:53845_30
9BRY_f,0,test,core,rcsb-mmseqs2-30:4353_30
9BYQ_A,1,test,core,rcsb-mmseqs2-30:70076_30
9BZ0_f,1,test,core,rcsb-mmseqs2-30:19452_30
9C0I_A,1,test,core,rcsb-mmseqs2-30:26259_30
9C5G_B,1,test,core,rcsb-mmseqs2-30:21595_30
9C5Q_C,1,test,core,rcsb-mmseqs2-30:4702_30
9CB5_D,1,test,core,rcsb-mmseqs2-30:1_30
9CIP_A,0,val,core,rcsb-mmseqs2-30:97088_30
9D46_C,1,val,core,rcsb-mmseqs2-30:1263_30
9D5L_A,1,train,core,rcsb-mmseqs2-30:44984_30
9DBH_A,1,test,core,rcsb-mmseqs2-30:58567_30
9DIH_A,1,test,core,rcsb-mmseqs2-30:28811_30
9E8Z_A,1,test,core,rcsb-mmseqs2-30:7723_30
9EFF_B,1,val,core,rcsb-mmseqs2-30:56843_30
9EFW_A,1,val,core,rcsb-mmseqs2-30:61810_30
9ERK_B,0,test,core,rcsb-mmseqs2-30:25216_30
9EZY_B,1,val,core,rcsb-mmseqs2-30:54382_30
9F09_A,0,train,core,rcsb-mmseqs2-30:21423_30
9F0Z_F,1,val,core,rcsb-mmseqs2-30:20002_30
9F0Z_H,1,val,core,rcsb-mmseqs2-30:6698_30
9F5Y_T,0,val,core,rcsb-mmseqs2-30:226_30
9F5Y_V,0,val,core,rcsb-mmseqs2-30:34366_30
9F5Y_W,0,val,core,rcsb-mmseqs2-30:34365_30
9FF4_B,1,val,core,rcsb-mmseqs2-30:6900_30
9GAW_K,0,test,core,rcsb-mmseqs2-30:6249_30
9GUW_N,1,test,core,rcsb-mmseqs2-30:16_30
9GUX_S,1,test,core,rcsb-mmseqs2-30:48_30
9GY4_F,0,val,core,rcsb-mmseqs2-30:20591_30
9GZM_B,1,train,core,rcsb-mmseqs2-30:12625_30
9H8W_A,0,test,core,rcsb-mmseqs2-30:15225_30
9HCF_6,0,val,core,rcsb-mmseqs2-30:1802_30
9HCF_M,0,val,core,rcsb-mmseqs2-30:1643_30
9HGI_A,1,test,core,rcsb-mmseqs2-30:38760_30
9HQX_B,1,val,core,rcsb-mmseqs2-30:28778_30
9HQX_d,1,val,core,rcsb-mmseqs2-30:73241_30
9IAD_A,1,test,core,rcsb-mmseqs2-30:267327_30
9ITJ_U,0,test,challenge,rcsb-mmseqs2-30:516_30
9J13_A,0,val,core,rcsb-mmseqs2-30:6020_30
9JG3_A,1,test,core,rcsb-mmseqs2-30:72935_30
9JXS_B,1,val,core,rcsb-mmseqs2-30:24428_30
9JXS_D,1,val,core,rcsb-mmseqs2-30:27240_30
9K9T_A,1,val,core,rcsb-mmseqs2-30:8504_30
9KHY_1,0,train,challenge,rcsb-mmseqs2-30:70458_30
9KI1_a,0,test,challenge,rcsb-mmseqs2-30:100204_30
9L55_B,1,val,core,rcsb-mmseqs2-30:27474_30
9LGI_A,1,val,core,rcsb-mmseqs2-30:27723_30
9LOL_A,0,val,core,rcsb-mmseqs2-30:12961_30
9LW1_A,0,val,core,rcsb-mmseqs2-30:12151_30
9M7W_B,0,test,core,rcsb-mmseqs2-30:13550_30
9M7Y_F,1,val,challenge,rcsb-mmseqs2-30:181154_30
9MN6_E,1,train,core,rcsb-mmseqs2-30:6437_30
9MPP_M,1,train,core,rcsb-mmseqs2-30:3247_30
9MRD_A,1,val,core,rcsb-mmseqs2-30:31642_30
9MRG_A,0,val,core,rcsb-mmseqs2-30:40115_30
9MSG_M,1,val,core,rcsb-mmseqs2-30:4213_30
9N81_M,1,test,core,rcsb-mmseqs2-30:1088_30
9N9J_N,0,test,core,rcsb-mmseqs2-30:10306_30
9NQU_K,1,val,core,rcsb-mmseqs2-30:16842_30
9NYI_A,1,test,core,rcsb-mmseqs2-30:114359_30
9NYU_A,0,val,core,rcsb-mmseqs2-30:40116_30
9OM4_A,1,test,core,rcsb-mmseqs2-30:127031_30
9P1D_E,1,test,core,rcsb-mmseqs2-30:14806_30
9P8U_A,1,val,core,rcsb-mmseqs2-30:35328_30
9PFN_B,1,test,challenge,rcsb-mmseqs2-30:40512_30
